,failureType
13144,Center
31070,Edge-Ring
65084,Near-full
15158,Edge-Loc
24584,Edge-Loc
53803,Loc
22474,Edge-Loc
68931,Random
73370,Random
76283,Random
12835,Center
39568,Edge-Ring
81170,Scratch
78305,Random
13972,Edge-Loc
34337,Edge-Ring
11282,Center
78122,Random
46284,Loc
10893,Center
75005,Random
87198,Scratch
71019,Random
16164,Edge-Loc
65557,Near-full
13330,Center
49657,Loc
78509,Random
9780,Center
32176,Edge-Ring
40365,Edge-Ring
11719,Center
82864,Scratch
92515,Scratch
20635,Edge-Loc
89398,Scratch
15936,Edge-Loc
14125,Edge-Loc
92827,Scratch
82495,Scratch
55646,Near-full
49446,Loc
36204,Edge-Ring
17231,Edge-Loc
43975,Loc
64607,Near-full
55483,Near-full
40922,Loc
83460,Scratch
81119,Scratch
87284,Scratch
66517,Near-full
57142,Near-full
59099,Near-full
32617,Edge-Ring
61420,Near-full
70099,Random
24150,Edge-Loc
93468,Scratch
75535,Random
21487,Edge-Loc
4788,Center
29855,Edge-Ring
79371,Random
29914,Edge-Ring
41687,Loc
32989,Edge-Ring
35728,Edge-Ring
7618,Center
2094,Center
46566,Loc
78598,Random
42189,Loc
55854,Near-full
23767,Edge-Loc
3013,Center
57825,Near-full
45197,Loc
79940,Random
76194,Random
25642,Edge-Loc
38329,Edge-Ring
29019,Edge-Ring
57558,Near-full
59343,Near-full
47751,Loc
26412,Edge-Loc
15847,Edge-Loc
91809,Scratch
55219,Near-full
68297,Random
13668,Edge-Loc
38381,Edge-Ring
37715,Edge-Ring
85517,Scratch
2451,Center
14430,Edge-Loc
45472,Loc
6502,Center
70346,Random
67371,Near-full
38746,Edge-Ring
2841,Center
22535,Edge-Loc
79653,Random
80643,Random
67408,Near-full
32659,Edge-Ring
36311,Edge-Ring
44797,Loc
33594,Edge-Ring
45013,Loc
54890,Near-full
14044,Edge-Loc
23445,Edge-Loc
48066,Loc
35626,Edge-Ring
81595,Scratch
44813,Loc
43396,Loc
40623,Loc
26263,Edge-Loc
12857,Center
90240,Scratch
20292,Edge-Loc
22044,Edge-Loc
7531,Center
13025,Center
73624,Random
67282,Near-full
53926,Loc
88443,Scratch
4684,Center
41417,Loc
29551,Edge-Ring
40694,Loc
78884,Random
77830,Random
50692,Loc
66403,Near-full
88980,Scratch
87502,Scratch
65082,Near-full
66409,Near-full
43942,Loc
63555,Near-full
54593,Near-full
53312,Loc
83101,Scratch
91334,Scratch
94401,Scratch
55655,Near-full
30905,Edge-Ring
37174,Edge-Ring
42442,Loc
38980,Edge-Ring
9797,Center
77820,Random
30951,Edge-Ring
5494,Center
51082,Loc
35111,Edge-Ring
87155,Scratch
11640,Center
27657,Edge-Ring
57841,Near-full
66898,Near-full
7205,Center
26043,Edge-Loc
50465,Loc
90984,Scratch
44639,Loc
74921,Random
56724,Near-full
48561,Loc
7898,Center
34551,Edge-Ring
82202,Scratch
80439,Random
75716,Random
49952,Loc
33127,Edge-Ring
69773,Random
1116,Center
79249,Random
45216,Loc
76988,Random
2464,Center
3219,Center
62307,Near-full
62321,Near-full
30400,Edge-Ring
67802,Random
54937,Near-full
66041,Near-full
53507,Loc
11757,Center
69743,Random
49228,Loc
81567,Scratch
25177,Edge-Loc
32120,Edge-Ring
40391,Edge-Ring
67059,Near-full
80602,Random
5163,Center
79522,Random
2856,Center
75540,Random
39618,Edge-Ring
13170,Center
43498,Loc
15197,Edge-Loc
77792,Random
20611,Edge-Loc
61581,Near-full
89156,Scratch
34313,Edge-Ring
62665,Near-full
2944,Center
71605,Random
20546,Edge-Loc
81073,Scratch
62768,Near-full
86590,Scratch
23097,Edge-Loc
73864,Random
76489,Random
81995,Scratch
65201,Near-full
45059,Loc
65862,Near-full
7347,Center
69237,Random
34062,Edge-Ring
84526,Scratch
7915,Center
10497,Center
64428,Near-full
18124,Edge-Loc
69534,Random
32535,Edge-Ring
37665,Edge-Ring
77022,Random
15978,Edge-Loc
43242,Loc
40954,Loc
76797,Random
43158,Loc
25444,Edge-Loc
87697,Scratch
66363,Near-full
17474,Edge-Loc
43047,Loc
44116,Loc
36363,Edge-Ring
91871,Scratch
8199,Center
34634,Edge-Ring
20245,Edge-Loc
39784,Edge-Ring
42003,Loc
22741,Edge-Loc
93368,Scratch
48344,Loc
90368,Scratch
74227,Random
74987,Random
42842,Loc
33974,Edge-Ring
84563,Scratch
10036,Center
7993,Center
32144,Edge-Ring
59039,Near-full
58538,Near-full
76490,Random
56583,Near-full
65154,Near-full
41603,Loc
38614,Edge-Ring
15416,Edge-Loc
61158,Near-full
78099,Random
76312,Random
4265,Center
64519,Near-full
65989,Near-full
2621,Center
43360,Loc
36698,Edge-Ring
61226,Near-full
37087,Edge-Ring
71552,Random
66215,Near-full
84019,Scratch
80568,Random
91209,Scratch
87602,Scratch
21090,Edge-Loc
59537,Near-full
27919,Edge-Ring
75103,Random
15453,Edge-Loc
29669,Edge-Ring
61217,Near-full
20058,Edge-Loc
34629,Edge-Ring
89456,Scratch
9049,Center
41909,Loc
6318,Center
12164,Center
58679,Near-full
78528,Random
48555,Loc
69325,Random
54401,Near-full
20793,Edge-Loc
43377,Loc
70617,Random
61107,Near-full
14158,Edge-Loc
392,Center
12289,Center
88257,Scratch
62318,Near-full
8999,Center
16061,Edge-Loc
16068,Edge-Loc
79798,Random
3072,Center
36808,Edge-Ring
34238,Edge-Ring
40890,Loc
42958,Loc
63436,Near-full
59147,Near-full
3809,Center
18080,Edge-Loc
37405,Edge-Ring
11485,Center
77908,Random
90837,Scratch
60587,Near-full
49769,Loc
18313,Edge-Loc
77000,Random
74043,Random
22676,Edge-Loc
41263,Loc
62435,Near-full
42647,Loc
53805,Loc
86926,Scratch
59520,Near-full
85928,Scratch
20812,Edge-Loc
82437,Scratch
27968,Edge-Ring
71009,Random
43168,Loc
25640,Edge-Loc
56812,Near-full
37770,Edge-Ring
77764,Random
39670,Edge-Ring
27185,Edge-Ring
27944,Edge-Ring
34007,Edge-Ring
37258,Edge-Ring
10515,Center
7734,Center
33325,Edge-Ring
20628,Edge-Loc
43142,Loc
25127,Edge-Loc
81139,Scratch
5406,Center
35154,Edge-Ring
37152,Edge-Ring
30509,Edge-Ring
53757,Loc
34301,Edge-Ring
59934,Near-full
75626,Random
73922,Random
40480,Loc
7812,Center
71568,Random
16105,Edge-Loc
88,Center
35457,Edge-Ring
78359,Random
39116,Edge-Ring
52204,Loc
15524,Edge-Loc
90315,Scratch
60725,Near-full
48220,Loc
38698,Edge-Ring
15749,Edge-Loc
58633,Near-full
92756,Scratch
81164,Scratch
54089,Near-full
52535,Loc
75428,Random
33808,Edge-Ring
23007,Edge-Loc
8184,Center
21095,Edge-Loc
13185,Center
65214,Near-full
70749,Random
10279,Center
85418,Scratch
18180,Edge-Loc
394,Center
55189,Near-full
39902,Edge-Ring
48462,Loc
5333,Center
11967,Center
44815,Loc
18664,Edge-Loc
77975,Random
50746,Loc
5120,Center
32521,Edge-Ring
37286,Edge-Ring
62908,Near-full
75154,Random
58900,Near-full
88182,Scratch
56548,Near-full
83786,Scratch
89730,Scratch
42450,Loc
24055,Edge-Loc
48451,Loc
34536,Edge-Ring
44176,Loc
62241,Near-full
38898,Edge-Ring
52160,Loc
70000,Random
27717,Edge-Ring
73883,Random
91104,Scratch
38044,Edge-Ring
73849,Random
32941,Edge-Ring
56834,Near-full
14916,Edge-Loc
63274,Near-full
37551,Edge-Ring
38312,Edge-Ring
58022,Near-full
32664,Edge-Ring
49848,Loc
66774,Near-full
71945,Random
42245,Loc
42883,Loc
29992,Edge-Ring
30618,Edge-Ring
86517,Scratch
20420,Edge-Loc
23163,Edge-Loc
30811,Edge-Ring
7091,Center
61316,Near-full
23018,Edge-Loc
82468,Scratch
27812,Edge-Ring
56128,Near-full
42412,Loc
57397,Near-full
77092,Random
65838,Near-full
92994,Scratch
2012,Center
23088,Edge-Loc
37110,Edge-Ring
57521,Near-full
72599,Random
62709,Near-full
21713,Edge-Loc
82768,Scratch
6638,Center
17229,Edge-Loc
85365,Scratch
38165,Edge-Ring
92776,Scratch
13008,Center
87255,Scratch
92667,Scratch
15306,Edge-Loc
15503,Edge-Loc
86943,Scratch
58090,Near-full
63406,Near-full
3012,Center
49233,Loc
19518,Edge-Loc
13729,Edge-Loc
58551,Near-full
12568,Center
73323,Random
88220,Scratch
23391,Edge-Loc
27734,Edge-Ring
8578,Center
74005,Random
2900,Center
76427,Random
78169,Random
72970,Random
81289,Scratch
62152,Near-full
44897,Loc
42582,Loc
74641,Random
69876,Random
64727,Near-full
3875,Center
20047,Edge-Loc
12234,Center
72102,Random
53227,Loc
41167,Loc
286,Center
68417,Random
91504,Scratch
35765,Edge-Ring
55085,Near-full
52234,Loc
47963,Loc
25629,Edge-Loc
18671,Edge-Loc
87933,Scratch
18466,Edge-Loc
77294,Random
9912,Center
82462,Scratch
34954,Edge-Ring
28776,Edge-Ring
36229,Edge-Ring
48250,Loc
91256,Scratch
30805,Edge-Ring
10336,Center
41502,Loc
15963,Edge-Loc
69550,Random
83293,Scratch
25142,Edge-Loc
28290,Edge-Ring
80317,Random
87779,Scratch
21084,Edge-Loc
42378,Loc
90134,Scratch
18552,Edge-Loc
47324,Loc
7179,Center
249,Center
28045,Edge-Ring
5284,Center
58897,Near-full
22832,Edge-Loc
46049,Loc
4172,Center
21999,Edge-Loc
79211,Random
27109,Edge-Ring
46686,Loc
27,Center
25423,Edge-Loc
795,Center
46766,Loc
75120,Random
64603,Near-full
1746,Center
85134,Scratch
5699,Center
58529,Near-full
57121,Near-full
47642,Loc
85494,Scratch
246,Center
90121,Scratch
84078,Scratch
32471,Edge-Ring
57680,Near-full
79792,Random
12286,Center
56978,Near-full
73177,Random
81910,Scratch
89863,Scratch
15840,Edge-Loc
8211,Center
67514,Random
2405,Center
86695,Scratch
33163,Edge-Ring
74862,Random
9207,Center
46434,Loc
22039,Edge-Loc
54084,Near-full
70502,Random
71580,Random
607,Center
77982,Random
72729,Random
12559,Center
21829,Edge-Loc
53086,Loc
67691,Random
41303,Loc
5721,Center
21674,Edge-Loc
41659,Loc
21584,Edge-Loc
12442,Center
47906,Loc
63979,Near-full
29647,Edge-Ring
6897,Center
8338,Center
7719,Center
44808,Loc
82579,Scratch
60376,Near-full
90438,Scratch
28718,Edge-Ring
62303,Near-full
45480,Loc
17160,Edge-Loc
43556,Loc
33196,Edge-Ring
79028,Random
55733,Near-full
56764,Near-full
4915,Center
81379,Scratch
37913,Edge-Ring
18000,Edge-Loc
54859,Near-full
1743,Center
73880,Random
85314,Scratch
83139,Scratch
34461,Edge-Ring
50508,Loc
53714,Loc
30492,Edge-Ring
34511,Edge-Ring
29619,Edge-Ring
85054,Scratch
6604,Center
86095,Scratch
2482,Center
24830,Edge-Loc
58966,Near-full
44929,Loc
54300,Near-full
59893,Near-full
9211,Center
64351,Near-full
50274,Loc
60993,Near-full
49054,Loc
64295,Near-full
91700,Scratch
70053,Random
69011,Random
37102,Edge-Ring
94092,Scratch
35072,Edge-Ring
13907,Edge-Loc
4772,Center
68277,Random
9430,Center
8954,Center
82852,Scratch
53815,Loc
92373,Scratch
29129,Edge-Ring
16885,Edge-Loc
42083,Loc
90895,Scratch
54347,Near-full
44172,Loc
73167,Random
93907,Scratch
68176,Random
71866,Random
68270,Random
19787,Edge-Loc
41793,Loc
62662,Near-full
53509,Loc
51775,Loc
50648,Loc
52865,Loc
60839,Near-full
70344,Random
10560,Center
32958,Edge-Ring
19427,Edge-Loc
38766,Edge-Ring
38249,Edge-Ring
11825,Center
28384,Edge-Ring
78675,Random
26609,Edge-Loc
50658,Loc
78121,Random
82393,Scratch
4705,Center
84625,Scratch
82427,Scratch
10706,Center
4875,Center
39919,Edge-Ring
17314,Edge-Loc
29223,Edge-Ring
43233,Loc
80311,Random
37422,Edge-Ring
3812,Center
49401,Loc
43599,Loc
66267,Near-full
89804,Scratch
92841,Scratch
30970,Edge-Ring
60787,Near-full
20281,Edge-Loc
4570,Center
88008,Scratch
21818,Edge-Loc
26658,Edge-Loc
87569,Scratch
18624,Edge-Loc
41636,Loc
89849,Scratch
28512,Edge-Ring
1091,Center
12167,Center
83717,Scratch
55597,Near-full
21883,Edge-Loc
56346,Near-full
74661,Random
82144,Scratch
71132,Random
84091,Scratch
48805,Loc
54445,Near-full
65946,Near-full
19167,Edge-Loc
34793,Edge-Ring
35194,Edge-Ring
2361,Center
16905,Edge-Loc
49852,Loc
81943,Scratch
51614,Loc
77585,Random
73136,Random
29229,Edge-Ring
23376,Edge-Loc
13894,Edge-Loc
9756,Center
69885,Random
52231,Loc
73587,Random
821,Center
85368,Scratch
1648,Center
31545,Edge-Ring
81859,Scratch
10899,Center
44519,Loc
28118,Edge-Ring
22353,Edge-Loc
74579,Random
5901,Center
60167,Near-full
37224,Edge-Ring
68554,Random
17398,Edge-Loc
79124,Random
61473,Near-full
87637,Scratch
2855,Center
37997,Edge-Ring
81823,Scratch
72203,Random
76039,Random
21495,Edge-Loc
53985,Near-full
65884,Near-full
38555,Edge-Ring
10075,Center
63409,Near-full
11029,Center
38695,Edge-Ring
35372,Edge-Ring
17851,Edge-Loc
70317,Random
5022,Center
25372,Edge-Loc
1089,Center
87655,Scratch
9849,Center
59869,Near-full
25225,Edge-Loc
53709,Loc
79796,Random
10027,Center
48860,Loc
83702,Scratch
33869,Edge-Ring
1523,Center
19948,Edge-Loc
17163,Edge-Loc
29303,Edge-Ring
59792,Near-full
86180,Scratch
51197,Loc
49097,Loc
39182,Edge-Ring
91740,Scratch
8553,Center
80409,Random
59387,Near-full
6206,Center
51323,Loc
74929,Random
28986,Edge-Ring
41588,Loc
64487,Near-full
72365,Random
56952,Near-full
41764,Loc
63327,Near-full
46267,Loc
74738,Random
31490,Edge-Ring
79301,Random
53601,Loc
57122,Near-full
43859,Loc
27344,Edge-Ring
91819,Scratch
68218,Random
20360,Edge-Loc
63448,Near-full
74433,Random
89908,Scratch
84645,Scratch
68771,Random
68526,Random
6929,Center
35785,Edge-Ring
56681,Near-full
56329,Near-full
77454,Random
21555,Edge-Loc
93742,Scratch
38339,Edge-Ring
13679,Edge-Loc
5127,Center
86245,Scratch
56749,Near-full
6532,Center
59751,Near-full
69547,Random
42174,Loc
32881,Edge-Ring
80366,Random
81197,Scratch
73149,Random
85650,Scratch
61029,Near-full
2799,Center
68655,Random
52833,Loc
61128,Near-full
9019,Center
15551,Edge-Loc
69938,Random
10916,Center
76078,Random
46515,Loc
86692,Scratch
47524,Loc
49882,Loc
42317,Loc
62083,Near-full
22430,Edge-Loc
35589,Edge-Ring
78763,Random
13343,Center
25958,Edge-Loc
90086,Scratch
70140,Random
1654,Center
5175,Center
51919,Loc
71234,Random
348,Center
91278,Scratch
36567,Edge-Ring
82836,Scratch
14458,Edge-Loc
14062,Edge-Loc
31685,Edge-Ring
78294,Random
36868,Edge-Ring
36212,Edge-Ring
75687,Random
24856,Edge-Loc
66812,Near-full
5806,Center
74067,Random
1650,Center
13063,Center
65999,Near-full
59188,Near-full
73962,Random
8852,Center
62431,Near-full
30495,Edge-Ring
39557,Edge-Ring
55570,Near-full
27255,Edge-Ring
65919,Near-full
73625,Random
78236,Random
78748,Random
47812,Loc
30489,Edge-Ring
34709,Edge-Ring
88127,Scratch
18510,Edge-Loc
88227,Scratch
12869,Center
68514,Random
68445,Random
63140,Near-full
16404,Edge-Loc
85210,Scratch
55468,Near-full
51392,Loc
85446,Scratch
31023,Edge-Ring
18852,Edge-Loc
8744,Center
51212,Loc
27134,Edge-Ring
2878,Center
13326,Center
25336,Edge-Loc
55423,Near-full
34423,Edge-Ring
76746,Random
22371,Edge-Loc
53033,Loc
40400,Edge-Ring
60403,Near-full
7509,Center
66852,Near-full
88002,Scratch
44661,Loc
77301,Random
48468,Loc
28090,Edge-Ring
8475,Center
20421,Edge-Loc
35876,Edge-Ring
41503,Loc
84340,Scratch
76658,Random
18175,Edge-Loc
22024,Edge-Loc
30876,Edge-Ring
74192,Random
62728,Near-full
46645,Loc
43649,Loc
38797,Edge-Ring
27440,Edge-Ring
83599,Scratch
81926,Scratch
37124,Edge-Ring
49763,Loc
70549,Random
43575,Loc
12112,Center
63180,Near-full
1420,Center
49040,Loc
72,Center
36275,Edge-Ring
76300,Random
10002,Center
85555,Scratch
59190,Near-full
12614,Center
67317,Near-full
44477,Loc
15887,Edge-Loc
92974,Scratch
6357,Center
67817,Random
88299,Scratch
93776,Scratch
71894,Random
94293,Scratch
78417,Random
75399,Random
19633,Edge-Loc
47784,Loc
2408,Center
36901,Edge-Ring
73205,Random
71006,Random
84298,Scratch
8027,Center
75977,Random
8627,Center
90115,Scratch
77857,Random
90208,Scratch
26285,Edge-Loc
80122,Random
7752,Center
9450,Center
18140,Edge-Loc
90164,Scratch
27981,Edge-Ring
64357,Near-full
80888,Random
10105,Center
84429,Scratch
10093,Center
90662,Scratch
19061,Edge-Loc
41304,Loc
79455,Random
72209,Random
61113,Near-full
73869,Random
8123,Center
57823,Near-full
91848,Scratch
92451,Scratch
83137,Scratch
42848,Loc
71348,Random
22385,Edge-Loc
57886,Near-full
52949,Loc
38874,Edge-Ring
70792,Random
26369,Edge-Loc
76850,Random
58408,Near-full
64325,Near-full
83922,Scratch
71257,Random
52572,Loc
28578,Edge-Ring
28136,Edge-Ring
58273,Near-full
78012,Random
74815,Random
1760,Center
53720,Loc
80830,Random
88976,Scratch
48804,Loc
82006,Scratch
41024,Loc
26833,Edge-Loc
74644,Random
76810,Random
27927,Edge-Ring
66771,Near-full
56309,Near-full
41777,Loc
13942,Edge-Loc
89153,Scratch
65219,Near-full
65720,Near-full
85442,Scratch
12184,Center
58788,Near-full
8614,Center
28360,Edge-Ring
42098,Loc
9656,Center
26703,Edge-Loc
1215,Center
49432,Loc
39913,Edge-Ring
23924,Edge-Loc
40260,Edge-Ring
91987,Scratch
33402,Edge-Ring
39853,Edge-Ring
87975,Scratch
58753,Near-full
16075,Edge-Loc
86900,Scratch
92016,Scratch
53537,Loc
80494,Random
65121,Near-full
38894,Edge-Ring
55432,Near-full
55925,Near-full
4074,Center
19604,Edge-Loc
76259,Random
47662,Loc
34654,Edge-Ring
42861,Loc
56485,Near-full
21414,Edge-Loc
91285,Scratch
72787,Random
12816,Center
28342,Edge-Ring
57116,Near-full
32021,Edge-Ring
75395,Random
69696,Random
87073,Scratch
42677,Loc
9145,Center
29558,Edge-Ring
72158,Random
34449,Edge-Ring
92870,Scratch
7329,Center
65549,Near-full
44515,Loc
77947,Random
83160,Scratch
51088,Loc
75288,Random
971,Center
30408,Edge-Ring
75870,Random
94352,Scratch
60473,Near-full
85585,Scratch
56904,Near-full
44101,Loc
92429,Scratch
92744,Scratch
60023,Near-full
73791,Random
57861,Near-full
45810,Loc
30648,Edge-Ring
23611,Edge-Loc
57889,Near-full
76935,Random
49909,Loc
55563,Near-full
20921,Edge-Loc
75255,Random
35381,Edge-Ring
80232,Random
84922,Scratch
11604,Center
24238,Edge-Loc
5804,Center
87495,Scratch
10895,Center
47142,Loc
75560,Random
74604,Random
52875,Loc
59680,Near-full
34287,Edge-Ring
70702,Random
82159,Scratch
94321,Scratch
9288,Center
81674,Scratch
73760,Random
79265,Random
14060,Edge-Loc
61144,Near-full
33072,Edge-Ring
5026,Center
71155,Random
12141,Center
55949,Near-full
77928,Random
6773,Center
14007,Edge-Loc
16419,Edge-Loc
87552,Scratch
28259,Edge-Ring
46818,Loc
87681,Scratch
78046,Random
53361,Loc
39554,Edge-Ring
77615,Random
1803,Center
62313,Near-full
52755,Loc
91248,Scratch
85882,Scratch
90560,Scratch
59282,Near-full
2639,Center
24346,Edge-Loc
11723,Center
49331,Loc
44134,Loc
79982,Random
77783,Random
67798,Random
66481,Near-full
24564,Edge-Loc
271,Center
8640,Center
73164,Random
22275,Edge-Loc
20437,Edge-Loc
59682,Near-full
69069,Random
19849,Edge-Loc
66493,Near-full
31501,Edge-Ring
22245,Edge-Loc
39397,Edge-Ring
86214,Scratch
21140,Edge-Loc
76614,Random
61407,Near-full
47695,Loc
92086,Scratch
6476,Center
80595,Random
21488,Edge-Loc
78322,Random
6629,Center
59081,Near-full
19400,Edge-Loc
57073,Near-full
41480,Loc
2751,Center
81100,Scratch
66259,Near-full
53632,Loc
34326,Edge-Ring
93370,Scratch
56147,Near-full
19233,Edge-Loc
63924,Near-full
28250,Edge-Ring
74205,Random
34836,Edge-Ring
2087,Center
303,Center
32783,Edge-Ring
45471,Loc
82527,Scratch
15584,Edge-Loc
9175,Center
84489,Scratch
40079,Edge-Ring
42350,Loc
22626,Edge-Loc
78228,Random
62770,Near-full
2414,Center
80300,Random
80962,Scratch
28676,Edge-Ring
86570,Scratch
10347,Center
37582,Edge-Ring
88648,Scratch
64581,Near-full
61184,Near-full
47059,Loc
22425,Edge-Loc
64922,Near-full
14110,Edge-Loc
6695,Center
12919,Center
89733,Scratch
55125,Near-full
31434,Edge-Ring
9438,Center
39502,Edge-Ring
49883,Loc
69596,Random
30084,Edge-Ring
55379,Near-full
37343,Edge-Ring
46208,Loc
72764,Random
26960,Edge-Loc
35347,Edge-Ring
90699,Scratch
77397,Random
61525,Near-full
12174,Center
43973,Loc
45793,Loc
93751,Scratch
452,Center
24278,Edge-Loc
33270,Edge-Ring
13339,Center
11262,Center
50927,Loc
31658,Edge-Ring
64383,Near-full
67770,Random
77102,Random
33542,Edge-Ring
55623,Near-full
36207,Edge-Ring
57024,Near-full
43291,Loc
32277,Edge-Ring
5316,Center
7654,Center
22823,Edge-Loc
58044,Near-full
30155,Edge-Ring
6903,Center
17807,Edge-Loc
91160,Scratch
45447,Loc
4354,Center
52405,Loc
49919,Loc
31911,Edge-Ring
68970,Random
46612,Loc
79924,Random
56313,Near-full
57442,Near-full
13327,Center
62876,Near-full
18441,Edge-Loc
82742,Scratch
79778,Random
81849,Scratch
72611,Random
59421,Near-full
25412,Edge-Loc
36369,Edge-Ring
47397,Loc
78672,Random
38799,Edge-Ring
19868,Edge-Loc
82321,Scratch
79978,Random
60849,Near-full
65013,Near-full
78988,Random
48706,Loc
69592,Random
69583,Random
72320,Random
14582,Edge-Loc
2765,Center
42031,Loc
63277,Near-full
19234,Edge-Loc
3902,Center
13337,Center
18283,Edge-Loc
75872,Random
70906,Random
87253,Scratch
16809,Edge-Loc
16003,Edge-Loc
88300,Scratch
30936,Edge-Ring
45945,Loc
44128,Loc
29331,Edge-Ring
56416,Near-full
38406,Edge-Ring
84614,Scratch
7723,Center
22100,Edge-Loc
57336,Near-full
29747,Edge-Ring
71391,Random
81568,Scratch
9083,Center
83367,Scratch
10085,Center
74857,Random
38653,Edge-Ring
78393,Random
37504,Edge-Ring
64015,Near-full
32175,Edge-Ring
1961,Center
20868,Edge-Loc
75168,Random
87028,Scratch
57946,Near-full
1174,Center
76824,Random
93114,Scratch
15521,Edge-Loc
81132,Scratch
63612,Near-full
72929,Random
65963,Near-full
39468,Edge-Ring
70843,Random
67585,Random
63853,Near-full
12532,Center
74782,Random
23200,Edge-Loc
58381,Near-full
44643,Loc
84184,Scratch
22178,Edge-Loc
5194,Center
44420,Loc
11685,Center
28802,Edge-Ring
87965,Scratch
1592,Center
83283,Scratch
70884,Random
51413,Loc
34141,Edge-Ring
75172,Random
28367,Edge-Ring
56600,Near-full
40875,Loc
57396,Near-full
10881,Center
22581,Edge-Loc
70996,Random
94389,Scratch
3180,Center
80617,Random
74891,Random
59013,Near-full
52200,Loc
47481,Loc
70267,Random
54815,Near-full
44313,Loc
34050,Edge-Ring
75519,Random
43152,Loc
34439,Edge-Ring
7943,Center
48880,Loc
4533,Center
85304,Scratch
38484,Edge-Ring
93897,Scratch
88150,Scratch
69930,Random
60439,Near-full
11299,Center
51778,Loc
36014,Edge-Ring
44142,Loc
50972,Loc
55535,Near-full
62697,Near-full
51119,Loc
89493,Scratch
10562,Center
70782,Random
27075,Edge-Ring
6434,Center
20937,Edge-Loc
86824,Scratch
6405,Center
47518,Loc
52300,Loc
45025,Loc
80213,Random
68809,Random
58212,Near-full
71556,Random
31309,Edge-Ring
33212,Edge-Ring
39574,Edge-Ring
50374,Loc
89568,Scratch
22524,Edge-Loc
2560,Center
36458,Edge-Ring
89589,Scratch
19973,Edge-Loc
54255,Near-full
73111,Random
41369,Loc
29506,Edge-Ring
44205,Loc
56132,Near-full
14576,Edge-Loc
2784,Center
74888,Random
91039,Scratch
43691,Loc
32707,Edge-Ring
40430,Edge-Ring
44839,Loc
80340,Random
57833,Near-full
23491,Edge-Loc
30034,Edge-Ring
36665,Edge-Ring
35302,Edge-Ring
90469,Scratch
48610,Loc
55995,Near-full
48144,Loc
25406,Edge-Loc
10757,Center
78566,Random
12622,Center
65491,Near-full
